country,purpose,type,purpose_type,values,date
Vanuatu,Short-term_visitor,arrival,,437,31/10/2021
Vanuatu,Short-term_visitor,departure,,20,31/10/2021
Vanuatu,total,,,499,31/10/2021
Vanuatu,business,Long-term_visitor,arrival,0,31/10/2021
Vanuatu,business,Short-term_visitor,arrival,1,31/10/2021
Vanuatu,business,total,,1,31/10/2021
Vanuatu,convention,Short-term_visitor,arrival,0,31/10/2021
Vanuatu,convention,total,,0,31/10/2021
Vanuatu,education,Long-term_visitor,arrival,0,31/10/2021
Vanuatu,education,Short-term_visitor,arrival,0,31/10/2021
Vanuatu,education,total,,0,31/10/2021
Vanuatu,employment,Long-term_resident,return,0,31/10/2021
Vanuatu,employment,Long-term_visitor,arrival,6,31/10/2021
Vanuatu,employment,Short-term_resident,return,1,31/10/2021
Vanuatu,employment,Short-term_visitor,arrival,431,31/10/2021
Vanuatu,employment,total,,438,31/10/2021
Vanuatu,exhibition,Short-term_visitor,arrival,1,31/10/2021
Vanuatu,exhibition,total,,1,31/10/2021
Vanuatu,holiday,Long-term_visitor,arrival,0,31/10/2021
Vanuatu,holiday,Short-term_visitor,arrival,0,31/10/2021
Vanuatu,holiday,total,,0,31/10/2021
Vanuatu,other,Long-term_resident,departure,0,31/10/2021
Vanuatu,other,Long-term_resident,return,0,31/10/2021
Vanuatu,other,Long-term_visitor,arrival,1,31/10/2021
Vanuatu,other,Long-term_visitor,departure,34,31/10/2021
Vanuatu,other,Settler_arrival,,0,31/10/2021
Vanuatu,other,Short-term_resident,departure,0,31/10/2021
Vanuatu,other,Short-term_visitor,arrival,4,31/10/2021
Vanuatu,other,Short-term_visitor,departure,20,31/10/2021
Vanuatu,other,total,,59,31/10/2021
Vanuatu,visit,Long-term_resident,return,0,31/10/2021
Vanuatu,visit,Long-term_visitor,arrival,0,31/10/2021
Vanuatu,visit,Short-term_resident,return,0,31/10/2021
Vanuatu,visit,Short-term_visitor,arrival,1,31/10/2021
Vanuatu,visit,total,,1,31/10/2021
China,Long-term_resident,departure,,542,31/10/2021
China,Long-term_resident,return,,658,30/11/2021
China,Long-term_visitor,arrival,,378,30/11/2021
China,Long-term_visitor,departure,,2535,30/11/2021
China,Settler_arrival,,,765,30/11/2021
China,Short-term_resident,departure,,1381,30/11/2021
China,Short-term_resident,return,,437,30/11/2021
China,Short-term_visitor,arrival,,1036,30/11/2021
China,Short-term_visitor,departure,,215,30/11/2021
China,total,,,8325,30/11/2021
China,business,Long-term_resident,return,40,30/11/2021
China,business,Long-term_visitor,arrival,11,30/11/2021
China,business,Short-term_resident,return,80,30/11/2021
China,business,Short-term_visitor,arrival,52,30/11/2021
China,business,total,,184,30/11/2021
China,convention,Long-term_resident,return,7,30/11/2021
China,convention,Long-term_visitor,arrival,0,30/11/2021
China,convention,Short-term_resident,return,4,30/11/2021
China,convention,Short-term_visitor,arrival,12,30/11/2021
China,convention,total,,23,30/11/2021
China,education,Long-term_resident,return,11,30/11/2021
China,education,Long-term_visitor,arrival,105,30/11/2021
China,education,Short-term_resident,return,13,30/11/2021
China,education,Short-term_visitor,arrival,24,30/11/2021
China,education,total,,153,30/11/2021
China,employment,Long-term_resident,return,58,30/11/2021
China,employment,Long-term_visitor,arrival,33,30/11/2021
China,employment,Short-term_resident,return,51,30/11/2021
China,employment,Short-term_visitor,arrival,34,30/11/2021
China,employment,total,,176,30/11/2021
China,exhinbition,Long-term_resident,return,0,30/11/2021
China,exhinbition,Long-term_visitor,arrival,1,30/11/2021
China,exhinbition,Short-term_resident,return,0,30/11/2021
China,exhinbition,Short-term_visitor,arrival,0,30/11/2021
China,exhinbition,total,,1,30/11/2021
China,holiday,Long-term_resident,return,25,30/11/2021
China,holiday,Long-term_visitor,arrival,4,30/11/2021
China,holiday,Short-term_resident,return,27,30/11/2021
China,holiday,Short-term_visitor,arrival,28,30/11/2021
China,holiday,total,,84,30/11/2021
China,other,Long-term_resident,departure,920,30/11/2021
China,other,Long-term_resident,return,157,30/11/2021
China,other,Long-term_visitor,arrival,35,30/11/2021
China,other,Long-term_visitor,departure,2535,30/11/2021
China,other,Settler_arrival,,765,30/11/2021
China,other,Short-term_resident,departure,1381,30/11/2021
China,other,Short-term_resident,return,43,30/11/2021
China,other,Short-term_visitor,arrival,203,30/11/2021
China,other,Short-term_visitor,departure,215,30/11/2021
China,other,total,,6254,30/11/2021
China,visit,Long-term_resident,return,360,30/11/2021
China,visit,Long-term_visitor,arrival,189,30/11/2021
China,visit,Short-term_resident,return,218,30/11/2021
China,visit,Short-term_visitor,arrival,682,30/11/2021
China,visit,total,,1449,30/11/2021
NewZealand,visit,Long-term_resident,return,180,30/11/2021
NewZealand,visit,Long-term_visitor,arrival,31,30/11/2021
NewZealand,visit,Short-term_resident,return,1023,30/11/2021
NewZealand,visit,Short-term_visitor,arrival,506,30/11/2021
NewZealand,visit,total,,1740,30/11/2021
NewZealand,other,Long-term_resident,departure,357,30/11/2021
NewZealand,other,Long-term_resident,return,193,30/11/2021
NewZealand,other,Long-term_visitor,arrival,21,30/11/2021
NewZealand,other,Settler_arrival,,230,30/11/2021
NewZealand,other,Short-term_resident,departure,1236,30/11/2021
NewZealand,other,Short-term_resident,return,196,30/11/2021
NewZealand,other,Short-term_visitor,arrival,96,30/11/2021
NewZealand,other,Short-term_visitor,departure,1156,30/11/2021
NewZealand,other,total,,3485,30/11/2021
NewZealand,holiday,Long-term_resident,return,20,30/11/2021
NewZealand,holiday,Long-term_visitor,arrival,1,30/11/2021
NewZealand,holiday,Short-term_resident,return,98,30/11/2021
NewZealand,holiday,Short-term_visitor,arrival,52,30/11/2021
NewZealand,holiday,total,,171,30/11/2021
NewZealand,exhibition,Long-term_resident,return,0,30/11/2021
NewZealand,exhibition,Long-term_visitor,arrival,0,30/11/2021
NewZealand,exhibition,Short-term_resident,return,1,30/11/2021
NewZealand,exhibition,Short-term_visitor,arrival,1,30/11/2021
NewZealand,exhibition,total,,2,30/11/2021
NewZealand,employment,Long-term_resident,return,198,30/11/2021
NewZealand,employment,Long-term_visitor,arrival,59,30/11/2021
NewZealand,employment,Short-term_resident,return,198,30/11/2021
NewZealand,employment,Short-term_visitor,arrival,132,30/11/2021
NewZealand,employment,total,,588,30/11/2021
NewZealand,education,Long-term_resident,return,40,30/11/2021
NewZealand,education,Long-term_visitor,arrival,8,30/11/2021
NewZealand,education,Short-term_resident,return,24,30/11/2021
NewZealand,education,Short-term_visitor,arrival,9,30/11/2021
NewZealand,education,total,,81,30/11/2021
NewZealand,convention,Long-term_resident,return,0,30/11/2021
NewZealand,convention,Long-term_visitor,arrival,0,30/11/2021
NewZealand,convention,Short-term_resident,return,6,30/11/2021
NewZealand,convention,Short-term_visitor,arrival,4,30/11/2021
NewZealand,convention,total,,10,30/11/2021
NewZealand,business,Long-term_resident,return,21,30/11/2021
NewZealand,business,Long-term_visitor,arrival,1,30/11/2021
NewZealand,business,Short-term_resident,return,201,30/11/2021
NewZealand,business,Short-term_visitor,arrival,125,30/11/2021
NewZealand,business,total,,349,30/11/2021
NewZealand,Long-term_resident,departure,,357,30/11/2021
NewZealand,Long-term_resident,return,,652,30/11/2021
NewZealand,Long-term_visitor,arrival,,121,30/11/2021
NewZealand,Settler_arrival,,,230,30/11/2021
NewZealand,Short-term_resident,departure,,1236,30/11/2021
NewZealand,Short-term_resident,return,,1748,30/11/2021
NewZealand,Short-term_visitor,arrival,,926,30/11/2021
NewZealand,Short-term_visitor,departure,,1156,30/11/2021
NewZealand,total,,,6426,30/11/2021
UK,Long-term_resident,departure,,244,30/11/2021
UK,Long-term_resident,return,,196,30/11/2021
UK,Long-term_visitor,arrival,,379,30/11/2021
UK,Long-term_visitor,departure,,618,30/11/2021
UK,Settler_arrival,,,333,30/11/2021
UK,Short-term_resident,departure,,1490,30/11/2021
UK,Short-term_resident,return,,687,30/11/2021
UK,Short-term_visitor,arrival,,1804,30/11/2021
UK,Short-term_visitor,departure,,338,30/11/2021
UK,total,,,6089,30/11/2021
UK,business,Long-term_resident,return,5,30/11/2021
UK,business,Long-term_visitor,arrival,18,30/11/2021
UK,business,Short-term_resident,return,103,30/11/2021
UK,business,Short-term_visitor,arrival,143,30/11/2021
UK,business,total,,269,30/11/2021
UK,convention,Long-term_resident,return,1,30/11/2021
UK,convention,Long-term_visitor,arrival,0,30/11/2021
UK,convention,Short-term_resident,return,1,30/11/2021
UK,convention,Short-term_visitor,arrival,4,30/11/2021
UK,convention,total,,6,30/11/2021
UK,education,Long-term_resident,return,6,30/11/2021
UK,education,Long-term_visitor,arrival,24,30/11/2021
UK,education,Short-term_resident,return,1,30/11/2021
UK,education,Short-term_visitor,arrival,1,30/11/2021
UK,education,total,,32,30/11/2021
UK,employment,Long-term_resident,return,19,30/11/2021
UK,employment,Long-term_visitor,arrival,194,30/11/2021
UK,employment,Short-term_resident,return,76,30/11/2021
UK,employment,Short-term_visitor,arrival,130,30/11/2021
UK,employment,total,,419,30/11/2021
UK,exhibition,Long-term_visitor,arrival,1,30/11/2021
UK,exhibition,Short-term_resident,return,0,30/11/2021
UK,exhibition,Short-term_visitor,arrival,0,30/11/2021
UK,exhibition,total,,1,30/11/2021
UK,holiday,Long-term_resident,return,13,30/11/2021
UK,holiday,Long-term_visitor,arrival,6,30/11/2021
UK,holiday,Short-term_resident,return,29,30/11/2021
UK,holiday,Short-term_visitor,arrival,39,30/11/2021
UK,holiday,total,,88,30/11/2021
UK,other,Long-term_resident,departure,244,30/11/2021
UK,other,Long-term_resident,return,67,30/11/2021
UK,other,Long-term_visitor,arrival,81,30/11/2021
UK,other,Long-term_visitor,departure,618,30/11/2021
UK,other,Settler_arrival,,333,30/11/2021
UK,other,Short-term_resident,departure,1490,30/11/2021
UK,other,Short-term_resident,return,57,30/11/2021
UK,other,Short-term_visitor,arrival,73,30/11/2021
UK,other,Short-term_visitor,departure,338,30/11/2021
UK,other,total,,3300,30/11/2021
UK,visit,Long-term_resident,return,85,30/11/2021
UK,visit,Long-term_visitor,arrival,55,30/11/2021
UK,visit,Short-term_resident,return,420,30/11/2021
UK,visit,Short-term_visitor,arrival,1414,30/11/2021
UK,visit,total,,1974,30/11/2021
France,Long-term_resident,departure,,37,30/11/2021
France,Long-term_resident,return,,9,30/11/2021
France,Long-term_visitor,arrival,,83,30/11/2021
France,Long-term_visitor,departure,,248,30/11/2021
France,Settler_arrival,,,21,30/11/2021
France,Short-term_resident,departure,,120,30/11/2021
France,Short-term_resident,return,,65,30/11/2021
France,Short-term_visitor,arrival,,253,30/11/2021
France,Short-term_visitor,departure,,101,30/11/2021
France,total,,,937,30/11/2021
France,business,Long-term_resident,return,0,30/11/2021
France,business,Long-term_visitor,arrival,10,30/11/2021
France,business,Short-term_resident,return,12,30/11/2021
France,business,Short-term_visitor,arrival,52,30/11/2021
France,business,total,,74,30/11/2021
France,convention,Long-term_resident,return,0,30/11/2021
France,convention,Long-term_visitor,arrival,0,30/11/2021
France,convention,Short-term_resident,return,0,30/11/2021
France,convention,Short-term_visitor,arrival,0,30/11/2021
France,convention,total,,0,30/11/2021
France,education,Long-term_resident,return,1,30/11/2021
France,education,Long-term_visitor,arrival,6,30/11/2021
France,education,Short-term_resident,return,0,30/11/2021
France,education,Short-term_visitor,arrival,1,30/11/2021
France,education,total,,8,30/11/2021
France,employment,Long-term_resident,return,1,30/11/2021
France,employment,Long-term_visitor,arrival,43,30/11/2021
France,employment,Short-term_resident,return,13,30/11/2021
France,employment,Short-term_visitor,arrival,19,30/11/2021
France,employment,total,,76,30/11/2021
France,exhibition,Long-term_visitor,arrival,1,30/11/2021
France,exhibition,Short-term_visitor,arrival,0,30/11/2021
France,exhibition,total,,1,30/11/2021
France,holiday,Long-term_resident,return,0,30/11/2021
France,holiday,Long-term_visitor,arrival,0,30/11/2021
France,holiday,Short-term_resident,return,1,30/11/2021
France,holiday,Short-term_visitor,arrival,9,30/11/2021
France,holiday,total,,10,30/11/2021
France,other,Long-term_resident,departure,37,30/11/2021
France,other,Long-term_resident,return,4,30/11/2021
France,other,Long-term_visitor,arrival,21,30/11/2021
France,other,Long-term_visitor,departure,248,30/11/2021
France,other,Settler_arrival,,21,30/11/2021
France,other,Short-term_resident,departure,120,30/11/2021
France,other,Short-term_resident,return,5,30/11/2021
France,other,Short-term_visitor,arrival,59,30/11/2021
France,other,Short-term_visitor,departure,101,30/11/2021
France,other,total,,616,30/11/2021
France,visit,Long-term_resident,return,3,30/11/2021
France,visit,Long-term_visitor,arrival,2,30/11/2021
France,visit,Short-term_resident,return,34,30/11/2021
France,visit,Short-term_visitor,arrival,113,30/11/2021
France,visit,total,,152,30/11/2021
India,Long-term_resident,departure,,454,30/11/2021
India,Long-term_resident,return,,377,30/11/2021
India,Long-term_visitor,arrival,,1125,30/11/2021
India,Long-term_visitor,departure,,3257,30/11/2021
India,Settler_arrival,,,661,30/11/2021
India,Short-term_resident,departure,,3441,30/11/2021
India,Short-term_resident,return,,504,30/11/2021
India,Short-term_visitor,arrival,,2394,30/11/2021
India,Short-term_visitor,departure,,103,30/11/2021
India,total,,,12316,30/11/2021
India,business,Long-term_resident,return,3,30/11/2021
India,business,Long-term_visitor,arrival,5,30/11/2021
India,business,Short-term_resident,return,17,30/11/2021
India,business,Short-term_visitor,arrival,28,30/11/2021
India,business,total,,53,30/11/2021
India,convention,Long-term_resident,return,2,30/11/2021
India,convention,Long-term_visitor,arrival,21,30/11/2021
India,convention,Short-term_resident,return,4,30/11/2021
India,convention,Short-term_visitor,arrival,69,30/11/2021
India,convention,total,,97,30/11/2021
India,education,Long-term_resident,return,16,30/11/2021
India,education,Long-term_visitor,arrival,53,30/11/2021
India,education,Short-term_resident,return,7,30/11/2021
India,education,Short-term_visitor,arrival,38,30/11/2021
India,education,total,,114,30/11/2021
India,employment,Long-term_resident,return,77,30/11/2021
India,employment,Long-term_visitor,arrival,356,30/11/2021
India,employment,Short-term_resident,return,123,30/11/2021
India,employment,Short-term_visitor,arrival,185,30/11/2021
India,employment,total,,741,30/11/2021
India,exhibition,Long-term_resident,return,1,30/11/2021
India,exhibition,Long-term_visitor,arrival,1,30/11/2021
India,exhibition,Short-term_resident,return,0,30/11/2021
India,exhibition,Short-term_visitor,arrival,2,30/11/2021
India,exhibition,total,,4,30/11/2021
India,holiday,Long-term_resident,return,5,30/11/2021
India,holiday,Long-term_visitor,arrival,8,30/11/2021
India,holiday,Short-term_resident,return,11,30/11/2021
India,holiday,Short-term_visitor,arrival,17,30/11/2021
